date;datatype;station;value;fl_m;fl_q;fl_so;fl_t
2020-05-14;TAVG;GHCND:NZM00093110;132;H;;S;
2020-05-14;TMAX;GHCND:NZM00093110;188;;;S;
2020-05-15;PRCP;GHCND:NZM00093110;3;;;S;
2020-05-15;TAVG;GHCND:NZM00093110;133;H;;S;
2020-05-15;TMAX;GHCND:NZM00093110;178;;;S;
2020-05-15;TMIN;GHCND:NZM00093110;84;;;S;
2020-05-16;PRCP;GHCND:NZM00093110;0;;;S;
2020-05-16;TAVG;GHCND:NZM00093110;133;H;;S;
2020-05-16;TMAX;GHCND:NZM00093110;188;;;S;
2020-05-17;PRCP;GHCND:NZM00093110;0;;;S;
2020-05-17;TAVG;GHCND:NZM00093110;134;H;;S;
2020-05-17;TMAX;GHCND:NZM00093110;193;;;S;
2020-05-17;TMIN;GHCND:NZM00093110;84;;;S;
2020-05-18;PRCP;GHCND:NZM00093110;3;;;S;
2020-05-18;TAVG;GHCND:NZM00093110;122;H;;S;
2020-05-18;TMAX;GHCND:NZM00093110;177;;;S;
2020-05-19;PRCP;GHCND:NZM00093110;3;;;S;
2020-05-19;TAVG;GHCND:NZM00093110;111;H;;S;
2020-05-19;TMAX;GHCND:NZM00093110;171;;;S;
2020-05-20;PRCP;GHCND:NZM00093110;0;;;S;
2020-05-20;TAVG;GHCND:NZM00093110;98;H;;S;
2020-05-20;TMAX;GHCND:NZM00093110;154;;;S;
2020-05-21;PRCP;GHCND:NZM00093110;0;;;S;
2020-05-21;TAVG;GHCND:NZM00093110;113;H;;S;
2020-05-21;TMAX;GHCND:NZM00093110;170;;;S;
2020-05-21;TMIN;GHCND:NZM00093110;59;;;S;
2020-05-22;PRCP;GHCND:NZM00093110;0;;;S;
2020-05-22;TAVG;GHCND:NZM00093110;107;H;;S;
2020-05-22;TMAX;GHCND:NZM00093110;171;;;S;
2020-05-23;PRCP;GHCND:NZM00093110;3;;;S;
2020-05-23;TAVG;GHCND:NZM00093110;120;H;;S;
2020-05-23;TMIN;GHCND:NZM00093110;50;;;S;
2020-05-24;PRCP;GHCND:NZM00093110;0;;;S;
2020-05-24;TAVG;GHCND:NZM00093110;172;H;;S;
2020-05-24;TMIN;GHCND:NZM00093110;75;;;S;
2020-05-25;PRCP;GHCND:NZM00093110;168;;;S;
2020-05-25;TAVG;GHCND:NZM00093110;162;H;;S;
2020-05-25;TMAX;GHCND:NZM00093110;191;;;S;
2020-05-26;PRCP;GHCND:NZM00093110;94;;;S;
2020-05-26;TAVG;GHCND:NZM00093110;154;H;;S;
2020-05-26;TMAX;GHCND:NZM00093110;182;;;S;
2020-05-27;PRCP;GHCND:NZM00093110;38;;;S;
2020-05-27;TAVG;GHCND:NZM00093110;114;H;;S;
2020-05-27;TMAX;GHCND:NZM00093110;155;;;S;
2020-05-28;PRCP;GHCND:NZM00093110;10;;;S;
2020-05-28;TAVG;GHCND:NZM00093110;133;H;;S;
2020-05-28;TMAX;GHCND:NZM00093110;177;;;S;
2020-05-28;TMIN;GHCND:NZM00093110;88;;;S;
2020-05-29;PRCP;GHCND:NZM00093110;0;;;S;
2020-05-29;TAVG;GHCND:NZM00093110;135;H;;S;
2020-05-29;TMAX;GHCND:NZM00093110;160;;;S;
2020-05-29;TMIN;GHCND:NZM00093110;104;;;S;
2020-05-30;PRCP;GHCND:NZM00093110;53;;;S;
2020-05-30;TAVG;GHCND:NZM00093110;144;H;;S;
2020-05-30;TMAX;GHCND:NZM00093110;177;;;S;
2020-05-30;TMIN;GHCND:NZM00093110;121;;;S;
2020-05-31;PRCP;GHCND:NZM00093110;0;;;S;
2020-05-31;TAVG;GHCND:NZM00093110;145;H;;S;
2020-05-31;TMAX;GHCND:NZM00093110;163;;;S;
2020-05-31;TMIN;GHCND:NZM00093110;123;;;S;
2020-06-01;PRCP;GHCND:NZM00093110;76;;;S;
2020-06-01;TAVG;GHCND:NZM00093110;157;H;;S;
2020-06-01;TMAX;GHCND:NZM00093110;174;;;S;
2020-06-01;TMIN;GHCND:NZM00093110;136;;;S;
2020-06-02;PRCP;GHCND:NZM00093110;15;;;S;
2020-06-02;TAVG;GHCND:NZM00093110;128;H;;S;
2020-06-02;TMAX;GHCND:NZM00093110;178;;;S;
2020-06-03;PRCP;GHCND:NZM00093110;3;;;S;
2020-06-03;TAVG;GHCND:NZM00093110;161;H;;S;
2020-06-03;TMAX;GHCND:NZM00093110;176;;;S;
2020-06-03;TMIN;GHCND:NZM00093110;85;;;S;
2020-06-04;PRCP;GHCND:NZM00093110;30;;;S;
2020-06-04;TAVG;GHCND:NZM00093110;145;H;;S;
2020-06-04;TMAX;GHCND:NZM00093110;189;;;S;
2020-06-05;PRCP;GHCND:NZM00093110;18;;;S;
2020-06-05;TAVG;GHCND:NZM00093110;141;H;;S;
2020-06-05;TMAX;GHCND:NZM00093110;166;;;S;
2020-06-05;TMIN;GHCND:NZM00093110;103;;;S;
2020-06-06;PRCP;GHCND:NZM00093110;5;;;S;
2020-06-06;TAVG;GHCND:NZM00093110;130;H;;S;
2020-06-06;TMAX;GHCND:NZM00093110;164;;;S;
2020-06-07;PRCP;GHCND:NZM00093110;33;;;S;
2020-06-07;TAVG;GHCND:NZM00093110;121;H;;S;
2020-06-07;TMAX;GHCND:NZM00093110;148;;;S;
2020-06-08;PRCP;GHCND:NZM00093110;5;;;S;
2020-06-08;TAVG;GHCND:NZM00093110;118;H;;S;
2020-06-08;TMAX;GHCND:NZM00093110;158;;;S;
2020-06-08;TMIN;GHCND:NZM00093110;91;;;S;
2020-06-09;PRCP;GHCND:NZM00093110;13;;;S;
2020-06-09;TAVG;GHCND:NZM00093110;111;H;;S;
2020-06-09;TMAX;GHCND:NZM00093110;163;;;S;
2020-06-10;PRCP;GHCND:NZM00093110;8;;;S;
2020-06-10;TAVG;GHCND:NZM00093110;126;H;;S;
2020-06-10;TMAX;GHCND:NZM00093110;156;;;S;
2020-06-10;TMIN;GHCND:NZM00093110;58;;;S;
2020-06-11;PRCP;GHCND:NZM00093110;5;;;S;
2020-06-11;TAVG;GHCND:NZM00093110;127;H;;S;
2020-06-11;TMAX;GHCND:NZM00093110;176;;;S;
2020-06-11;TMIN;GHCND:NZM00093110;85;;;S;
2020-06-12;PRCP;GHCND:NZM00093110;15;;;S;
2020-06-12;TAVG;GHCND:NZM00093110;121;H;;S;
2020-06-12;TMAX;GHCND:NZM00093110;166;;;S;
2020-06-13;PRCP;GHCND:NZM00093110;3;;;S;
2020-06-13;TAVG;GHCND:NZM00093110;125;H;;S;
2020-06-13;TMAX;GHCND:NZM00093110;166;;;S;
2020-06-13;TMIN;GHCND:NZM00093110;81;;;S;
2020-06-14;PRCP;GHCND:NZM00093110;0;;;S;
2020-06-14;TAVG;GHCND:NZM00093110;118;H;;S;
2020-06-14;TMAX;GHCND:NZM00093110;164;;;S;
2020-06-15;PRCP;GHCND:NZM00093110;3;;;S;
2020-06-15;TAVG;GHCND:NZM00093110;125;H;;S;
2020-06-15;TMAX;GHCND:NZM00093110;165;;;S;
2020-06-15;TMIN;GHCND:NZM00093110;79;;;S;
2020-06-16;PRCP;GHCND:NZM00093110;0;;;S;
2020-06-16;TAVG;GHCND:NZM00093110;137;H;;S;
2020-06-16;TMAX;GHCND:NZM00093110;159;;;S;
2020-06-16;TMIN;GHCND:NZM00093110;95;;;S;
2020-06-17;PRCP;GHCND:NZM00093110;0;;;S;
2020-06-17;TAVG;GHCND:NZM00093110;148;H;;S;
2020-06-17;TMAX;GHCND:NZM00093110;178;;;S;
2020-06-17;TMIN;GHCND:NZM00093110;105;;;S;
2020-06-18;PRCP;GHCND:NZM00093110;33;;;S;
2020-06-18;TAVG;GHCND:NZM00093110;118;H;;S;
2020-06-18;TMAX;GHCND:NZM00093110;163;;;S;
2020-06-19;PRCP;GHCND:NZM00093110;229;;;S;
2020-06-19;TAVG;GHCND:NZM00093110;108;H;;S;
2020-06-19;TMAX;GHCND:NZM00093110;162;;;S;
2020-06-20;PRCP;GHCND:NZM00093110;0;;;S;
2020-06-20;TAVG;GHCND:NZM00093110;134;H;;S;
2020-06-20;TMAX;GHCND:NZM00093110;181;;;S;
2020-06-20;TMIN;GHCND:NZM00093110;64;;;S;
2020-06-21;PRCP;GHCND:NZM00093110;117;;;S;
2020-06-21;TAVG;GHCND:NZM00093110;136;H;;S;
2020-06-21;TMAX;GHCND:NZM00093110;161;;;S;
2020-06-22;PRCP;GHCND:NZM00093110;0;;;S;
2020-06-22;TAVG;GHCND:NZM00093110;128;H;;S;
2020-06-22;TMAX;GHCND:NZM00093110;183;;;S;
2020-06-23;PRCP;GHCND:NZM00093110;0;;;S;
2020-06-23;TAVG;GHCND:NZM00093110;144;H;;S;
2020-06-23;TMAX;GHCND:NZM00093110;178;;;S;
2020-06-23;TMIN;GHCND:NZM00093110;83;;;S;
2020-06-24;PRCP;GHCND:NZM00093110;0;;;S;
2020-06-24;TAVG;GHCND:NZM00093110;138;H;;S;
2020-06-24;TMAX;GHCND:NZM00093110;171;;;S;
2020-06-24;TMIN;GHCND:NZM00093110;118;;;S;
2020-06-25;PRCP;GHCND:NZM00093110;655;;;S;
2020-06-25;TAVG;GHCND:NZM00093110;128;H;;S;
2020-06-25;TMAX;GHCND:NZM00093110;160;;;S;
2020-06-26;PRCP;GHCND:NZM00093110;5;;;S;
2020-06-26;TAVG;GHCND:NZM00093110;152;H;;S;
2020-06-26;TMAX;GHCND:NZM00093110;175;;;S;
2020-06-26;TMIN;GHCND:NZM00093110;88;;;S;
2020-06-27;PRCP;GHCND:NZM00093110;198;;;S;
2020-06-27;TAVG;GHCND:NZM00093110;145;H;;S;
2020-06-27;TMAX;GHCND:NZM00093110;180;;;S;
2020-06-28;PRCP;GHCND:NZM00093110;119;;;S;
2020-06-28;TAVG;GHCND:NZM00093110;117;H;;S;
2020-06-28;TMAX;GHCND:NZM00093110;160;;;S;
2020-06-29;PRCP;GHCND:NZM00093110;8;;;S;
2020-06-29;TAVG;GHCND:NZM00093110;114;H;;S;
2020-06-29;TMAX;GHCND:NZM00093110;152;;;S;
2020-06-29;TMIN;GHCND:NZM00093110;86;;;S;
2020-06-30;PRCP;GHCND:NZM00093110;97;;;S;
2020-06-30;TAVG;GHCND:NZM00093110;104;H;;S;
2020-06-30;TMAX;GHCND:NZM00093110;140;;;S;
2020-07-01;PRCP;GHCND:NZM00093110;0;;;S;
2020-07-01;TAVG;GHCND:NZM00093110;92;H;;S;
2020-07-01;TMAX;GHCND:NZM00093110;126;;;S;
2020-07-02;PRCP;GHCND:NZM00093110;20;;;S;
2020-07-02;TAVG;GHCND:NZM00093110;88;H;;S;
2020-07-02;TMAX;GHCND:NZM00093110;139;;;S;
2020-07-02;TMIN;GHCND:NZM00093110;39;;;S;
2020-07-03;PRCP;GHCND:NZM00093110;0;;;S;
2020-07-03;TAVG;GHCND:NZM00093110;107;H;;S;
2020-07-03;TMAX;GHCND:NZM00093110;135;;;S;
2020-07-03;TMIN;GHCND:NZM00093110;25;;;S;
2020-07-04;PRCP;GHCND:NZM00093110;0;;;S;
2020-07-04;TAVG;GHCND:NZM00093110;119;H;;S;
2020-07-04;TMAX;GHCND:NZM00093110;148;;;S;
2020-07-05;PRCP;GHCND:NZM00093110;0;;;S;
2020-07-05;TAVG;GHCND:NZM00093110;137;H;;S;
2020-07-05;TMAX;GHCND:NZM00093110;167;;;S;
2020-07-05;TMIN;GHCND:NZM00093110;83;;;S;
2020-07-06;PRCP;GHCND:NZM00093110;201;;;S;
2020-07-06;TAVG;GHCND:NZM00093110;110;H;;S;
2020-07-06;TMAX;GHCND:NZM00093110;136;;;S;
2020-07-06;TMIN;GHCND:NZM00093110;94;;;S;
2020-07-07;PRCP;GHCND:NZM00093110;74;;;S;
2020-07-07;TAVG;GHCND:NZM00093110;119;H;;S;
2020-07-07;TMAX;GHCND:NZM00093110;145;;;S;
2020-07-07;TMIN;GHCND:NZM00093110;91;;;S;
2020-07-08;PRCP;GHCND:NZM00093110;53;;;S;
2020-07-08;TAVG;GHCND:NZM00093110;97;H;;S;
2020-07-08;TMAX;GHCND:NZM00093110;122;;;S;
2020-07-09;PRCP;GHCND:NZM00093110;99;;;S;
2020-07-09;TAVG;GHCND:NZM00093110;69;H;;S;
2020-07-09;TMAX;GHCND:NZM00093110;129;;;S;
2020-07-10;PRCP;GHCND:NZM00093110;5;;;S;
2020-07-10;TAVG;GHCND:NZM00093110;86;H;;S;
2020-07-10;TMAX;GHCND:NZM00093110;146;;;S;
2020-07-10;TMIN;GHCND:NZM00093110;18;;;S;
2020-07-11;PRCP;GHCND:NZM00093110;10;;;S;
2020-07-11;TAVG;GHCND:NZM00093110;98;H;;S;
2020-07-11;TMAX;GHCND:NZM00093110;138;;;S;
2020-07-11;TMIN;GHCND:NZM00093110;53;;;S;
2020-07-12;PRCP;GHCND:NZM00093110;5;;;S;
2020-07-12;TAVG;GHCND:NZM00093110;122;H;;S;
2020-07-12;TMAX;GHCND:NZM00093110;156;;;S;
2020-07-12;TMIN;GHCND:NZM00093110;64;;;S;
2020-07-13;PRCP;GHCND:NZM00093110;0;;;S;
2020-07-13;TAVG;GHCND:NZM00093110;139;H;;S;
2020-07-13;TMAX;GHCND:NZM00093110;177;;;S;
2020-07-13;TMIN;GHCND:NZM00093110;101;;;S;
2020-07-14;PRCP;GHCND:NZM00093110;0;;;S;
2020-07-14;TAVG;GHCND:NZM00093110;135;H;;S;
2020-07-14;TMAX;GHCND:NZM00093110;156;;;S;
2020-07-14;TMIN;GHCND:NZM00093110;108;;;S;
2020-07-15;PRCP;GHCND:NZM00093110;8;;;S;
2020-07-15;TAVG;GHCND:NZM00093110;131;H;;S;
2020-07-15;TMAX;GHCND:NZM00093110;144;;;S;
2020-07-15;TMIN;GHCND:NZM00093110;114;;;S;
2020-07-16;PRCP;GHCND:NZM00093110;130;;;S;
2020-07-16;TAVG;GHCND:NZM00093110;133;H;;S;
2020-07-16;TMAX;GHCND:NZM00093110;168;;;S;
2020-07-17;PRCP;GHCND:NZM00093110;0;;;S;
2020-07-17;TAVG;GHCND:NZM00093110;137;H;;S;
2020-07-17;TMAX;GHCND:NZM00093110;173;;;S;
2020-07-17;TMIN;GHCND:NZM00093110;102;;;S;
2020-07-18;PRCP;GHCND:NZM00093110;23;;;S;
2020-07-18;TAVG;GHCND:NZM00093110;137;H;;S;
2020-07-18;TMAX;GHCND:NZM00093110;177;;;S;
2020-07-18;TMIN;GHCND:NZM00093110;116;;;S;
2020-07-19;PRCP;GHCND:NZM00093110;3;;;S;
2020-07-19;TAVG;GHCND:NZM00093110;128;H;;S;
2020-07-19;TMAX;GHCND:NZM00093110;176;;;S;
2020-07-20;PRCP;GHCND:NZM00093110;0;;;S;
2020-07-20;TAVG;GHCND:NZM00093110;146;H;;S;
2020-07-20;TMAX;GHCND:NZM00093110;180;;;S;
2020-07-20;TMIN;GHCND:NZM00093110;91;;;S;
2020-07-21;PRCP;GHCND:NZM00093110;5;;;S;
2020-07-21;TAVG;GHCND:NZM00093110;117;H;;S;
2020-07-21;TMAX;GHCND:NZM00093110;162;;;S;
2020-07-22;PRCP;GHCND:NZM00093110;203;;;S;
2020-07-22;TAVG;GHCND:NZM00093110;121;H;;S;
2020-07-22;TMAX;GHCND:NZM00093110;139;;;S;
2020-07-22;TMIN;GHCND:NZM00093110;84;;;S;
2020-07-23;PRCP;GHCND:NZM00093110;43;;;S;
2020-07-23;TAVG;GHCND:NZM00093110;130;H;;S;
2020-07-23;TMAX;GHCND:NZM00093110;159;;;S;
2020-07-23;TMIN;GHCND:NZM00093110;101;;;S;
2020-07-24;PRCP;GHCND:NZM00093110;23;;;S;
2020-07-24;TAVG;GHCND:NZM00093110;111;H;;S;
2020-07-24;TMAX;GHCND:NZM00093110;143;;;S;
2020-07-25;PRCP;GHCND:NZM00093110;3;;;S;
2020-07-25;TAVG;GHCND:NZM00093110;109;H;;S;
2020-07-25;TMAX;GHCND:NZM00093110;150;;;S;
2020-07-25;TMIN;GHCND:NZM00093110;66;;;S;
2020-07-26;PRCP;GHCND:NZM00093110;3;;;S;
2020-07-26;TAVG;GHCND:NZM00093110;98;H;;S;
2020-07-26;TMAX;GHCND:NZM00093110;152;;;S;
2020-07-27;PRCP;GHCND:NZM00093110;3;;;S;
2020-07-27;TAVG;GHCND:NZM00093110;102;H;;S;
2020-07-27;TMAX;GHCND:NZM00093110;164;;;S;
2020-07-27;TMIN;GHCND:NZM00093110;55;;;S;
2020-07-28;PRCP;GHCND:NZM00093110;0;;;S;
2020-07-28;TAVG;GHCND:NZM00093110;110;H;;S;
2020-07-28;TMAX;GHCND:NZM00093110;169;;;S;
2020-07-28;TMIN;GHCND:NZM00093110;66;;;S;
2020-07-29;PRCP;GHCND:NZM00093110;0;;;S;
2020-07-29;TAVG;GHCND:NZM00093110;119;H;;S;
2020-07-29;TMAX;GHCND:NZM00093110;160;;;S;
2020-07-29;TMIN;GHCND:NZM00093110;67;;;S;
2020-07-30;PRCP;GHCND:NZM00093110;0;;;S;
2020-07-30;TAVG;GHCND:NZM00093110;132;H;;S;
2020-07-30;TMAX;GHCND:NZM00093110;151;;;S;
2020-07-30;TMIN;GHCND:NZM00093110;74;;;S;
2020-07-31;PRCP;GHCND:NZM00093110;0;;;S;
2020-07-31;TAVG;GHCND:NZM00093110;129;H;;S;
2020-07-31;TMAX;GHCND:NZM00093110;153;;;S;
2020-07-31;TMIN;GHCND:NZM00093110;109;;;S;
2020-08-01;PRCP;GHCND:NZM00093110;3;;;S;
2020-08-01;TAVG;GHCND:NZM00093110;136;H;;S;
2020-08-01;TMAX;GHCND:NZM00093110;152;;;S;
2020-08-01;TMIN;GHCND:NZM00093110;112;;;S;
2020-08-02;PRCP;GHCND:NZM00093110;5;;;S;
2020-08-02;TAVG;GHCND:NZM00093110;124;H;;S;
2020-08-02;TMAX;GHCND:NZM00093110;155;;;S;
2020-08-03;PRCP;GHCND:NZM00093110;3;;;S;
2020-08-03;TAVG;GHCND:NZM00093110;111;H;;S;
2020-08-03;TMAX;GHCND:NZM00093110;159;;;S;
2020-08-04;PRCP;GHCND:NZM00093110;5;;;S;
2020-08-04;TAVG;GHCND:NZM00093110;100;H;;S;
2020-08-04;TMAX;GHCND:NZM00093110;164;;;S;
2020-08-05;PRCP;GHCND:NZM00093110;0;;;S;
2020-08-05;TAVG;GHCND:NZM00093110;128;H;;S;
2020-08-05;TMAX;GHCND:NZM00093110;172;;;S;
2020-08-05;TMIN;GHCND:NZM00093110;44;;;S;
2020-08-06;PRCP;GHCND:NZM00093110;3;;;S;
2020-08-06;TAVG;GHCND:NZM00093110;144;H;;S;
2020-08-06;TMAX;GHCND:NZM00093110;170;;;S;
2020-08-06;TMIN;GHCND:NZM00093110;102;;;S;
2020-08-07;PRCP;GHCND:NZM00093110;48;;;S;
2020-08-07;TAVG;GHCND:NZM00093110;123;H;;S;
2020-08-07;TMAX;GHCND:NZM00093110;170;;;S;
2020-08-08;PRCP;GHCND:NZM00093110;216;;;S;
2020-08-08;TAVG;GHCND:NZM00093110;104;H;;S;
2020-08-08;TMAX;GHCND:NZM00093110;147;;;S;
2020-08-09;PRCP;GHCND:NZM00093110;3;;;S;
2020-08-09;TAVG;GHCND:NZM00093110;114;H;;S;
2020-08-09;TMAX;GHCND:NZM00093110;150;;;S;
2020-08-09;TMIN;GHCND:NZM00093110;52;;;S;
2020-08-10;PRCP;GHCND:NZM00093110;30;;;S;
2020-08-10;TAVG;GHCND:NZM00093110;112;H;;S;
2020-08-10;TMAX;GHCND:NZM00093110;146;;;S;
2020-08-10;TMIN;GHCND:NZM00093110;86;;;S;
2020-08-11;PRCP;GHCND:NZM00093110;71;;;S;
2020-08-11;TAVG;GHCND:NZM00093110;133;H;;S;
2020-08-11;TMAX;GHCND:NZM00093110;168;;;S;
2020-08-11;TMIN;GHCND:NZM00093110;85;;;S;
2020-08-12;PRCP;GHCND:NZM00093110;102;;;S;
2020-08-12;TAVG;GHCND:NZM00093110;116;H;;S;
2020-08-12;TMAX;GHCND:NZM00093110;173;;;S;
2020-08-13;PRCP;GHCND:NZM00093110;0;;;S;
2020-08-13;TAVG;GHCND:NZM00093110;118;H;;S;
2020-08-13;TMAX;GHCND:NZM00093110;157;;;S;
2020-08-13;TMIN;GHCND:NZM00093110;64;;;S;
2020-08-14;PRCP;GHCND:NZM00093110;0;;;S;
2020-08-14;TAVG;GHCND:NZM00093110;94;H;;S;
2020-08-14;TMAX;GHCND:NZM00093110;147;;;S;
2020-08-15;PRCP;GHCND:NZM00093110;0;;;S;
2020-08-15;TAVG;GHCND:NZM00093110;83;H;;S;
2020-08-15;TMAX;GHCND:NZM00093110;146;;;S;
2020-08-16;PRCP;GHCND:NZM00093110;0;;;S;
2020-08-16;TAVG;GHCND:NZM00093110;91;H;;S;
2020-08-16;TMAX;GHCND:NZM00093110;149;;;S;
2020-08-16;TMIN;GHCND:NZM00093110;21;;;S;
2020-08-17;PRCP;GHCND:NZM00093110;3;;;S;
2020-08-17;TAVG;GHCND:NZM00093110;121;H;;S;
2020-08-17;TMAX;GHCND:NZM00093110;153;;;S;
2020-08-17;TMIN;GHCND:NZM00093110;43;;;S;
2020-08-18;PRCP;GHCND:NZM00093110;0;;;S;
2020-08-18;TAVG;GHCND:NZM00093110;142;H;;S;
2020-08-18;TMAX;GHCND:NZM00093110;152;;;S;
2020-08-18;TMIN;GHCND:NZM00093110;106;;;S;
2020-08-19;PRCP;GHCND:NZM00093110;201;;;S;
2020-08-19;TAVG;GHCND:NZM00093110;136;H;;S;
2020-08-19;TMAX;GHCND:NZM00093110;157;;;S;
2020-08-20;PRCP;GHCND:NZM00093110;23;;;S;
2020-08-20;TAVG;GHCND:NZM00093110;151;H;;S;
2020-08-20;TMAX;GHCND:NZM00093110;182;;;S;
2020-08-20;TMIN;GHCND:NZM00093110;100;;;S;
2020-08-21;PRCP;GHCND:NZM00093110;23;;;S;
2020-08-21;TAVG;GHCND:NZM00093110;139;H;;S;
2020-08-21;TMAX;GHCND:NZM00093110;179;;;S;
2020-08-22;PRCP;GHCND:NZM00093110;61;;;S;
2020-08-22;TAVG;GHCND:NZM00093110;143;H;;S;
2020-08-22;TMAX;GHCND:NZM00093110;172;;;S;
2020-08-22;TMIN;GHCND:NZM00093110;93;;;S;
2020-08-23;PRCP;GHCND:NZM00093110;30;;;S;
2020-08-23;TAVG;GHCND:NZM00093110;135;H;;S;
2020-08-23;TMAX;GHCND:NZM00093110;182;;;S;
2020-08-24;PRCP;GHCND:NZM00093110;112;;;S;
2020-08-24;TAVG;GHCND:NZM00093110;126;H;;S;
2020-08-24;TMAX;GHCND:NZM00093110;156;;;S;
2020-08-25;PRCP;GHCND:NZM00093110;183;;;S;
2020-08-25;TAVG;GHCND:NZM00093110;126;H;;S;
2020-08-25;TMAX;GHCND:NZM00093110;150;;;S;
2020-08-25;TMIN;GHCND:NZM00093110;91;;;S;
2020-08-26;PRCP;GHCND:NZM00093110;46;;;S;
2020-08-26;TAVG;GHCND:NZM00093110;117;H;;S;
2020-08-26;TMIN;GHCND:NZM00093110;93;;;S;
2020-08-27;PRCP;GHCND:NZM00093110;10;;;S;
2020-08-27;TAVG;GHCND:NZM00093110;116;H;;S;
2020-08-27;TMAX;GHCND:NZM00093110;155;;;S;
2020-08-27;TMIN;GHCND:NZM00093110;95;;;S;
2020-08-28;PRCP;GHCND:NZM00093110;36;;;S;
2020-08-28;TAVG;GHCND:NZM00093110;113;H;;S;
2020-08-29;PRCP;GHCND:NZM00093110;0;;;S;
2020-08-29;TAVG;GHCND:NZM00093110;126;H;;S;
2020-08-29;TMAX;GHCND:NZM00093110;188;;;S;
2020-08-29;TMIN;GHCND:NZM00093110;66;;;S;
2020-08-30;PRCP;GHCND:NZM00093110;3;;;S;
2020-08-30;TAVG;GHCND:NZM00093110;137;H;;S;
2020-08-30;TMAX;GHCND:NZM00093110;170;;;S;
2020-08-30;TMIN;GHCND:NZM00093110;71;;;S;
2020-08-31;PRCP;GHCND:NZM00093110;0;;;S;
2020-08-31;TAVG;GHCND:NZM00093110;135;H;;S;
2020-09-01;PRCP;GHCND:NZM00093110;0;;;S;
2020-09-01;TAVG;GHCND:NZM00093110;131;H;;S;
2020-09-01;TMAX;GHCND:NZM00093110;187;;;S;
2020-09-02;PRCP;GHCND:NZM00093110;58;;;S;
2020-09-02;TAVG;GHCND:NZM00093110;104;H;;S;
2020-09-02;TMAX;GHCND:NZM00093110;141;;;S;
2020-09-03;PRCP;GHCND:NZM00093110;0;;;S;
2020-09-03;TAVG;GHCND:NZM00093110;91;H;;S;
2020-09-03;TMAX;GHCND:NZM00093110;133;;;S;
2020-09-04;PRCP;GHCND:NZM00093110;0;;;S;
2020-09-04;TAVG;GHCND:NZM00093110;119;H;;S;
2020-09-04;TMAX;GHCND:NZM00093110;143;;;S;
2020-09-04;TMIN;GHCND:NZM00093110;38;;;S;
2020-09-05;PRCP;GHCND:NZM00093110;0;;;S;
2020-09-05;TAVG;GHCND:NZM00093110;122;H;;S;
2020-09-05;TMAX;GHCND:NZM00093110;166;;;S;
2020-09-06;PRCP;GHCND:NZM00093110;3;;;S;
2020-09-06;TAVG;GHCND:NZM00093110;144;H;;S;
2020-09-06;TMAX;GHCND:NZM00093110;169;;;S;
2020-09-06;TMIN;GHCND:NZM00093110;83;;;S;
2020-09-07;PRCP;GHCND:NZM00093110;46;;;S;
2020-09-07;TAVG;GHCND:NZM00093110;111;H;;S;
2020-09-07;TMAX;GHCND:NZM00093110;162;;;S;
2020-09-08;PRCP;GHCND:NZM00093110;0;;;S;
2020-09-08;TAVG;GHCND:NZM00093110;101;H;;S;
2020-09-08;TMAX;GHCND:NZM00093110;155;;;S;
2020-09-09;PRCP;GHCND:NZM00093110;0;;;S;
2020-09-09;TAVG;GHCND:NZM00093110;126;H;;S;
2020-09-09;TMAX;GHCND:NZM00093110;149;;;S;
2020-09-09;TMIN;GHCND:NZM00093110;53;;;S;
2020-09-10;PRCP;GHCND:NZM00093110;0;;;S;
2020-09-10;TAVG;GHCND:NZM00093110;128;H;;S;
2020-09-10;TMAX;GHCND:NZM00093110;158;;;S;
2020-09-11;PRCP;GHCND:NZM00093110;28;;;S;
2020-09-11;TAVG;GHCND:NZM00093110;98;H;;S;
2020-09-11;TMAX;GHCND:NZM00093110;153;;;S;
2020-09-12;PRCP;GHCND:NZM00093110;0;;;S;
2020-09-12;TAVG;GHCND:NZM00093110;122;H;;S;
2020-09-12;TMIN;GHCND:NZM00093110;53;;;S;
2020-09-13;PRCP;GHCND:NZM00093110;0;;;S;
2020-09-13;TAVG;GHCND:NZM00093110;139;H;;S;
2020-09-13;TMIN;GHCND:NZM00093110;105;;;S;
2020-09-14;PRCP;GHCND:NZM00093110;0;;;S;
2020-09-14;TAVG;GHCND:NZM00093110;143;H;;S;
2020-09-14;TMAX;GHCND:NZM00093110;180;;;S;
2020-09-14;TMIN;GHCND:NZM00093110;117;;;S;
2020-09-15;PRCP;GHCND:NZM00093110;23;;;S;
2020-09-15;TAVG;GHCND:NZM00093110;147;H;;S;
2020-09-15;TMAX;GHCND:NZM00093110;198;;;S;
2020-09-15;TMIN;GHCND:NZM00093110;123;;;S;
2020-09-16;PRCP;GHCND:NZM00093110;28;;;S;
2020-09-16;TAVG;GHCND:NZM00093110;134;H;;S;
2020-09-16;TMAX;GHCND:NZM00093110;177;;;S;
2020-09-17;PRCP;GHCND:NZM00093110;0;;;S;
2020-09-17;TAVG;GHCND:NZM00093110;150;H;;S;
2020-09-17;TMAX;GHCND:NZM00093110;188;;;S;
2020-09-17;TMIN;GHCND:NZM00093110;79;;;S;
2020-09-18;PRCP;GHCND:NZM00093110;36;;;S;
2020-09-18;TAVG;GHCND:NZM00093110;128;H;;S;
